"id","lp_name","root","octave","root_fret","min_fret","bass_string","notes","frets","semitones","fretboard","open"
"M","b:5","b",3,14,11,5,"bd#'f#'b'd#''","x(14)(13)(11)(12)(11)","NA, 19, 23, 26, 31, 35","x;14;13;11;12;11;",FALSE
"M","b:5","b",3,14,11,5,"be_'g_'b'e_''","x(14)(13)(11)(12)(11)","NA, 19, 23, 26, 31, 35","x;14;13;11;12;11;",FALSE
"m","b:m","b",3,14,11,5,"bd'f#'b'","x(14)(12)(11)(12)x","NA, 19, 22, 26, 31, NA","x;14;12;11;12;x;",FALSE
"m","b:m","b",3,14,11,5,"bd'g_'b'","x(14)(12)(11)(12)x","NA, 19, 22, 26, 31, NA","x;14;12;11;12;x;",FALSE
"7","b:7","b",3,14,12,5,"bd#'a'b'","x(14)(13)(14)(12)x","NA, 19, 23, 29, 31, NA","x;14;13;14;12;x;",FALSE
"7","b:7","b",3,14,12,5,"be_'a'b'","x(14)(13)(14)(12)x","NA, 19, 23, 29, 31, NA","x;14;13;14;12;x;",FALSE
"7","b:7","b",3,14,12,5,"bd#'a'b'f#''","x(14)(13)(14)(12)(14)","NA, 19, 23, 29, 31, 38","x;14;13;14;12;14;",FALSE
"7","b:7","b",3,14,12,5,"be_'a'b'g_''","x(14)(13)(14)(12)(14)","NA, 19, 23, 29, 31, 38","x;14;13;14;12;14;",FALSE
"M7","b:maj7","b",3,14,11,5,"bd#'f#'a#'d#''","x(14)(13)(11)(11)(11)","NA, 19, 23, 26, 30, 35","x;14;13;11;11;11;",FALSE
"M7","b:maj7","b",3,14,11,5,"be_'g_'b_'e_''","x(14)(13)(11)(11)(11)","NA, 19, 23, 26, 30, 35","x;14;13;11;11;11;",FALSE
"m7","b:m7","b",3,14,12,5,"bd'a'b'","x(14)(12)(14)(12)x","NA, 19, 22, 29, 31, NA","x;14;12;14;12;x;",FALSE
"m7","b:m7","b",3,14,12,5,"bd'a'd''","x(14)(12)(14)(15)x","NA, 19, 22, 29, 34, NA","x;14;12;14;15;x;",FALSE
"aug","b:aug","b",3,14,12,5,"bd#'g'b'","x(14)(13)(12)(12)x","NA, 19, 23, 27, 31, NA","x;14;13;12;12;x;",FALSE
"aug","b:aug","b",3,14,12,5,"be_'g'b'","x(14)(13)(12)(12)x","NA, 19, 23, 27, 31, NA","x;14;13;12;12;x;",FALSE
"M9","b:maj9","b",3,14,11,5,"bc#'f#'a#'d#''","x(14)(11)(11)(11)(11)","NA, 19, 21, 26, 30, 35","x;14;11;11;11;11;",FALSE
"M9","b:maj9","b",3,14,11,5,"bd_'g_'b_'e_''","x(14)(11)(11)(11)(11)","NA, 19, 21, 26, 30, 35","x;14;11;11;11;11;",FALSE
"m9","b:m9","b",3,14,12,5,"bd'a'c#''f#''","x(14)(12)(14)(14)(14)","NA, 19, 22, 29, 33, 38","x;14;12;14;14;14;",FALSE
"m9","b:m9","b",3,14,12,5,"bd'a'd_''g_''","x(14)(12)(14)(14)(14)","NA, 19, 22, 29, 33, 38","x;14;12;14;14;14;",FALSE
"add9","b:5.9","b",3,14,11,5,"bd#'f#'c#''","x(14)(13)(11)(14)x","NA, 19, 23, 26, 33, NA","x;14;13;11;14;x;",FALSE
"add9","b:5.9","b",3,14,11,5,"be_'g_'d_''","x(14)(13)(11)(14)x","NA, 19, 23, 26, 33, NA","x;14;13;11;14;x;",FALSE
"6add9","b:6.9","b",3,14,11,5,"bc#'g#'b'd#''","x(14)(11)(13)(12)(11)","NA, 19, 21, 28, 31, 35","x;14;11;13;12;11;",FALSE
"6add9","b:6.9","b",3,14,11,5,"bd_'a_'b'e_''","x(14)(11)(13)(12)(11)","NA, 19, 21, 28, 31, 35","x;14;11;13;12;11;",FALSE
"m6add9","b:m6.9","b",3,14,12,5,"bd'g#'c#''","x(14)(12)(13)(14)x","NA, 19, 22, 28, 33, NA","x;14;12;13;14;x;",FALSE
"m6add9","b:m6.9","b",3,14,12,5,"bd'a_'d_''","x(14)(12)(13)(14)x","NA, 19, 22, 28, 33, NA","x;14;12;13;14;x;",FALSE
"11","b:11","b",3,14,12,5,"ba'c#''e''","x(14)x(14)(14)(12)","NA, 19, NA, 29, 33, 36","x;14;x;14;14;12;",FALSE
"11","b:11","b",3,14,12,5,"ba'd_''e''","x(14)x(14)(14)(12)","NA, 19, NA, 29, 33, 36","x;14;x;14;14;12;",FALSE
"11","b:11","b",3,14,12,5,"ba'd#''e''","x(14)x(14)(16)(12)","NA, 19, NA, 29, 35, 36","x;14;x;14;16;12;",FALSE
"11","b:11","b",3,14,12,5,"ba'e_''e''","x(14)x(14)(16)(12)","NA, 19, NA, 29, 35, 36","x;14;x;14;16;12;",FALSE
"M11","b:maj11","b",3,14,12,5,"ba#'c#''e''","x(14)x(15)(14)(12)","NA, 19, NA, 30, 33, 36","x;14;x;15;14;12;",FALSE
"M11","b:maj11","b",3,14,12,5,"bb_'d_''e''","x(14)x(15)(14)(12)","NA, 19, NA, 30, 33, 36","x;14;x;15;14;12;",FALSE
"m11","b:m11","b",3,14,12,5,"ba'd''e''","x(14)x(14)(15)(12)","NA, 19, NA, 29, 34, 36","x;14;x;14;15;12;",FALSE
"M13","b:maj13","b",3,14,11,5,"bd#'g#'a#'","x(14)(13)(13)(11)x","NA, 19, 23, 28, 30, NA","x;14;13;13;11;x;",FALSE
"M13","b:maj13","b",3,14,11,5,"be_'a_'b_'","x(14)(13)(13)(11)x","NA, 19, 23, 28, 30, NA","x;14;13;13;11;x;",FALSE
"M","b_,:5","b_",2,1,1,5,"b_,fb_d'f'","x13331","NA, 6, 13, 18, 22, 25","x;1;3;3;3;1;",FALSE
"m","b_,:m","b_",2,1,1,5,"b_,fb_d_'f'","x13321","NA, 6, 13, 18, 21, 25","x;1;3;3;2;1;",FALSE
"7","b_,:7","b_",2,1,1,5,"b_,fa_d'f'","x13131","NA, 6, 13, 16, 22, 25","x;1;3;1;3;1;",FALSE
"M7","b_,:maj7","b_",2,1,1,5,"b_,fad'f'","x13231","NA, 6, 13, 17, 22, 25","x;1;3;2;3;1;",FALSE
"m7","b_,:m7","b_",2,1,1,5,"b_,fa_d_'f'","x13121","NA, 6, 13, 16, 21, 25","x;1;3;1;2;1;",FALSE
"sus2","b_,:sus2","b_",2,1,1,5,"b_,fb_c'f'","x13311","NA, 6, 13, 18, 20, 25","x;1;3;3;1;1;",FALSE
"sus4","b_,:sus4","b_",2,1,1,5,"b_,fb_e_'f'","x13341","NA, 6, 13, 18, 23, 25","x;1;3;3;4;1;",FALSE
"sus4","b_,:sus4","b_",2,1,1,5,"b_,fb_e_'","x1334x","NA, 6, 13, 18, 23, NA","x;1;3;3;4;x;",FALSE
"dim","b_,:dim","b_",2,1,1,5,"b_,eb_d_'","x1232x","NA, 6, 12, 18, 21, NA","x;1;2;3;2;x;",FALSE
"dim7","b_,:dim7","b_",2,1,0,5,"b_,egd_'","x12o2x","NA, 6, 12, 15, 21, NA","x;1;2;o;2;x;",TRUE
"dim7","b_,:dim7","b_",2,1,0,5,"b_,gd_'e'","x1xo2o","NA, 6, NA, 15, 21, 24","x;1;x;o;2;o;",TRUE
"7_5","b_,:7_5","b_",2,1,0,5,"b_,a_d'e'","x1x13o","NA, 6, NA, 16, 22, 24","x;1;x;1;3;o;",TRUE
"7_5","b_,:7_5","b_",2,1,1,5,"b_,ea_d'","x1213x","NA, 6, 12, 16, 22, NA","x;1;2;1;3;x;",FALSE
"7#5","b_,:7.5+","b_",2,1,1,5,"b_,g_a_d'","x1413x","NA, 6, 14, 16, 22, NA","x;1;4;1;3;x;",FALSE
"M7_5","b_,:maj7_5","b_",2,1,1,5,"b_,ead'","x1223x","NA, 6, 12, 17, 22, NA","x;1;2;2;3;x;",FALSE
"M7#5","b_,:maj7.5+","b_",2,1,1,5,"b_,g_ad'","x1423x","NA, 6, 14, 17, 22, NA","x;1;4;2;3;x;",FALSE
"m7_5","b_,:m7_5","b_",2,1,0,5,"b_,a_d_'e'","x1x12o","NA, 6, NA, 16, 21, 24","x;1;x;1;2;o;",TRUE
"m7_5","b_,:m7_5","b_",2,1,1,5,"b_,ea_d_'","x1212x","NA, 6, 12, 16, 21, NA","x;1;2;1;2;x;",FALSE
"m7#5","b_,:m7.5+","b_",2,1,1,5,"b_,g_a_d_'","x1412x","NA, 6, 14, 16, 21, NA","x;1;4;1;2;x;",FALSE
"9","b_,:9","b_",2,1,0,5,"b_,da_c'f'","x1o111","NA, 6, 10, 16, 20, 25","x;1;o;1;1;1;",TRUE
"M9","b_,:maj9","b_",2,1,0,5,"b_,dac'","x1o21x","NA, 6, 10, 17, 20, NA","x;1;o;2;1;x;",TRUE
"add9","b_,:5.9","b_",2,1,1,5,"b_,fc'd'","x1353x","NA, 6, 13, 20, 22, NA","x;1;3;5;3;x;",FALSE
"9sus4","b_,:9sus4","b_",2,1,1,5,"b_,e_a_c'f'","x11111","NA, 6, 11, 16, 20, 25","x;1;1;1;1;1;",FALSE
"6","b_,:6","b_",2,1,0,5,"b_,fgd'","x13o3x","NA, 6, 13, 15, 22, NA","x;1;3;o;3;x;",TRUE
"m6","b_,:m6","b_",2,1,0,5,"b_,fgd_'","x13o2x","NA, 6, 13, 15, 21, NA","x;1;3;o;2;x;",TRUE
"6add9","b_,:6.9","b_",2,1,0,5,"b_,dgc'f'","x1oo11","NA, 6, 10, 15, 20, 25","x;1;o;o;1;1;",TRUE
"add2","b_,:5.2","b_",2,1,1,5,"b_,fc'd'f'","x13531","NA, 6, 13, 20, 22, 25","x;1;3;5;3;1;",FALSE
"madd2","b_,:m5.2","b_",2,1,1,5,"b_,fc'c'f'","x13511","NA, 6, 13, 20, 20, 25","x;1;3;5;1;1;",FALSE
"madd4","b_,:m5.4","b_",2,1,1,5,"b_,e_b_d_'f'","x11321","NA, 6, 11, 18, 21, 25","x;1;1;3;2;1;",FALSE
"mM7","b_,:m7+","b_",2,1,1,5,"b_,fad_'","x1322x","NA, 6, 13, 17, 21, NA","x;1;3;2;2;x;",FALSE
"7sus2","b_,:7sus2","b_",2,1,1,5,"b_,fa_c'f'","x13111","NA, 6, 13, 16, 20, 25","x;1;3;1;1;1;",FALSE
"7sus4","b_,:7sus4","b_",2,1,1,5,"b_,fa_e_'f'","x13141","NA, 6, 13, 16, 23, 25","x;1;3;1;4;1;",FALSE
"7#9","b_,:7.9+","b_",2,1,0,5,"b_,da_d_'","x1o12x","NA, 6, 10, 16, 21, NA","x;1;o;1;2;x;",TRUE
"7#9_5","b_,:7.9+_5","b_",2,1,0,5,"b_,da_d_'e'","x1o12o","NA, 6, 10, 16, 21, 24","x;1;o;1;2;o;",TRUE
"7#9_13","b_,:7.9+_13","b_",2,1,0,5,"b_,da_d_'g_'","x1o122","NA, 6, 10, 16, 21, 26","x;1;o;1;2;2;",TRUE
"7#11","b_,:7.11+","b_",2,1,1,5,"b_,ea_d'f'","x12131","NA, 6, 12, 16, 22, 25","x;1;2;1;3;1;",FALSE
"7_13","b_,:7_13","b_",2,1,1,5,"b_,g_a_d'f'","x14131","NA, 6, 14, 16, 22, 25","x;1;4;1;3;1;",FALSE
"M711","b_,:maj711","b_",2,1,1,5,"b_,e_ad'f'","x11231","NA, 6, 11, 17, 22, 25","x;1;1;2;3;1;",FALSE
"M7#11","b_,:maj7.11+","b_",2,1,1,5,"b_,ead'f'","x12231","NA, 6, 12, 17, 22, 25","x;1;2;2;3;1;",FALSE
"M713","b_,:maj713","b_",2,1,1,5,"b_,gad'f'","x15231","NA, 6, 15, 17, 22, 25","x;1;5;2;3;1;",FALSE
"9#11","b_,:9.11+","b_",2,1,0,5,"b_,da_c'e'","x1o11o","NA, 6, 10, 16, 20, 24","x;1;o;1;1;o;",TRUE
"11","b_,:11","b_",2,1,1,5,"b_,e_a_c'f'","x11111","NA, 6, 11, 16, 20, 25","x;1;1;1;1;1;",FALSE
"11","b_,:11","b_",2,1,1,5,"b_,e_a_d'f'","x11131","NA, 6, 11, 16, 22, 25","x;1;1;1;3;1;",FALSE
"11","b_,:11","b_",2,1,1,5,"b_,fa_e'f'","x13151","NA, 6, 13, 16, 24, 25","x;1;3;1;5;1;",FALSE
"m11","b_,:m11","b_",2,1,1,5,"b_,e_a_d_'f'","x11121","NA, 6, 11, 16, 21, 25","x;1;1;1;2;1;",FALSE
"13","b_,:13","b_",2,1,0,5,"b_,da_c'g'","x1o113","NA, 6, 10, 16, 20, 27","x;1;o;1;1;3;",TRUE
"M13","b_,:maj13","b_",2,1,1,5,"b_,ad'g'","x1x233","NA, 6, NA, 17, 22, 27","x;1;x;2;3;3;",FALSE
"m13","b_,:m13","b_",2,1,1,5,"b_,fa_d_'g'","x13123","NA, 6, 13, 16, 21, 27","x;1;3;1;2;3;",FALSE
"M","b_,:5","b_",2,6,6,6,"b_,fb_d'f'b_'","688766","6, 13, 18, 22, 25, 30","6;8;8;7;6;6;",FALSE
"M","b_,:5","b_",2,6,3,6,"b_,dfb_d'b_'","653336","6, 10, 13, 18, 22, 30","6;5;3;3;3;6;",FALSE
"m","b_,:m","b_",2,6,6,6,"b_,fb_d_'f'b_'","688666","6, 13, 18, 21, 25, 30","6;8;8;6;6;6;",FALSE
"m","b_,:m","b_",2,6,3,6,"b_,d_fb_","6433xx","6, 9, 13, 18, NA, NA","6;4;3;3;x;x;",FALSE
"7","b_,:7","b_",2,6,6,6,"b_,fa_d'f'b_'","686766","6, 13, 16, 22, 25, 30","6;8;6;7;6;6;",FALSE
"7","b_,:7","b_",2,6,6,6,"b_,a_d'f'","6x676x","6, NA, 16, 22, 25, NA","6;x;6;7;6;x;",FALSE
"M7","b_,:maj7","b_",2,6,6,6,"b_,ad'f'","6x776x","6, NA, 17, 22, 25, NA","6;x;7;7;6;x;",FALSE
"M7","b_,:maj7","b_",2,6,3,6,"b_,fb_d'a'","6x3335","6, NA, 13, 18, 22, 29","6;x;3;3;3;5;",FALSE
"M7","b_,:maj7","b_",2,6,6,6,"b_,fad'f'b_'","687766","6, 13, 17, 22, 25, 30","6;8;7;7;6;6;",FALSE
"m7","b_,:m7","b_",2,6,6,6,"b_,fa_d_'f'b_'","686666","6, 13, 16, 21, 25, 30","6;8;6;6;6;6;",FALSE
"m7","b_,:m7","b_",2,6,6,6,"b_,a_d_'f'b_'","6x6666","6, NA, 16, 21, 25, 30","6;x;6;6;6;6;",FALSE
"sus2","b_,:sus2","b_",2,6,3,6,"b_,cfb_","6333xx","6, 8, 13, 18, NA, NA","6;3;3;3;x;x;",FALSE
"sus4","b_,:sus4","b_",2,6,6,6,"b_,fb_e_'f'b_'","688866","6, 13, 18, 23, 25, 30","6;8;8;8;6;6;",FALSE
"aug7","b_,:aug7","b_",2,6,6,6,"b_,a_d'g_'","6x677x","6, NA, 16, 22, 26, NA","6;x;6;7;7;x;",FALSE
"dim7","b_,:dim7","b_",2,6,5,6,"b_,gd_'e'","6x565x","6, NA, 15, 21, 24, NA","6;x;5;6;5;x;",FALSE
"7_5","b_,:7_5","b_",2,6,5,6,"b_,a_d'e'","6x675x","6, NA, 16, 22, 24, NA","6;x;6;7;5;x;",FALSE
"7#5","b_,:7.5+","b_",2,6,6,6,"b_,a_d'g_'","6x677x","6, NA, 16, 22, 26, NA","6;x;6;7;7;x;",FALSE
"M7_5","b_,:maj7_5","b_",2,6,5,6,"b_,ad'e'","6x775x","6, NA, 17, 22, 24, NA","6;x;7;7;5;x;",FALSE
"M7#5","b_,:maj7.5+","b_",2,6,6,6,"b_,b_e_'g'","6x888x","6, NA, 18, 23, 27, NA","6;x;8;8;8;x;",FALSE
"m7_5","b_,:m7_5","b_",2,6,5,6,"b_,a_d_'e'","6x665x","6, NA, 16, 21, 24, NA","6;x;6;6;5;x;",FALSE
"m7#5","b_,:m7.5+","b_",2,6,6,6,"b_,a_d_'g_'","6x667x","6, NA, 16, 21, 26, NA","6;x;6;6;7;x;",FALSE
"9","b_,:9","b_",2,6,4,6,"b_,g_d_'e'a_'","6x4654","6, NA, 14, 21, 24, 28","6;x;4;6;5;4;",FALSE
"9","b_,:9","b_",2,6,6,6,"b_,fa_d'f'c''","686768","6, 13, 16, 22, 25, 32","6;8;6;7;6;8;",FALSE
"M9","b_,:maj9","b_",2,6,4,6,"b_,g_d_'f'a_'","6x4664","6, NA, 14, 21, 25, 28","6;x;4;6;6;4;",FALSE
"M9","b_,:maj9","b_",2,6,6,6,"b_,ad'f'c''","6x7768","6, NA, 17, 22, 25, 32","6;x;7;7;6;8;",FALSE
"m9","b_,:m9","b_",2,6,5,6,"b_,gd'f'a'","6x5765","6, NA, 15, 22, 25, 29","6;x;5;7;6;5;",FALSE
"m9","b_,:m9","b_",2,6,6,6,"b_,fa_d_'f'c''","686668","6, 13, 16, 21, 25, 32","6;8;6;6;6;8;",FALSE
"add9","b_,:5.9","b_",2,6,6,6,"b_,fc'd'f'b_'","68(10)766","6, 13, 20, 22, 25, 30","6;8;10;7;6;6;",FALSE
"9sus4","b_,:9sus4","b_",2,6,6,6,"b_,fa_e_'f'c''","686868","6, 13, 16, 23, 25, 32","6;8;6;8;6;8;",FALSE
"9#5","b_,:9.5+","b_",2,6,6,6,"b_,a_d'g_'c''","6x6778","6, NA, 16, 22, 26, 32","6;x;6;7;7;8;",FALSE
"6","b_,:6","b_",2,6,5,6,"b_,gd'f'","6x576x","6, NA, 15, 22, 25, NA","6;x;5;7;6;x;",FALSE
"m6","b_,:m6","b_",2,6,5,6,"b_,gd_'f'","6x566x","6, NA, 15, 21, 25, NA","6;x;5;6;6;x;",FALSE
"m_6","b_,:m_6","b_",2,6,4,6,"b_,g_d_'f'","6x466x","6, NA, 14, 21, 25, NA","6;x;4;6;6;x;",FALSE
"6add9","b_,:6.9","b_",2,6,4,6,"b_,g_d_'e_'a_'","6x4644","6, NA, 14, 21, 23, 28","6;x;4;6;4;4;",FALSE
"6add9","b_,:6.9","b_",2,6,5,6,"b_,dgc'f'b_'","655566","6, 10, 15, 20, 25, 30","6;5;5;5;6;6;",FALSE
"m6add9","b_,:m6.9","b_",2,6,4,6,"b_,d_gc'","6455xx","6, 9, 15, 20, NA, NA","6;4;5;5;x;x;",FALSE
"add2","b_,:5.2","b_",2,6,6,6,"b_,fc'd'f'b_'","68(10)766","6, 13, 20, 22, 25, 30","6;8;10;7;6;6;",FALSE
"madd2","b_,:m5.2","b_",2,6,6,6,"b_,fc'd_'f'b_'","68(10)666","6, 13, 20, 21, 25, 30","6;8;10;6;6;6;",FALSE
"madd2","b_,:m5.2","b_",2,6,6,6,"b_,fb_d_'f'c''","688668","6, 13, 18, 21, 25, 32","6;8;8;6;6;8;",FALSE
"madd4","b_,:m5.4","b_",2,6,6,6,"b_,e_b_d_'f'b_'","668666","6, 11, 18, 21, 25, 30","6;6;8;6;6;6;",FALSE
"mM7","b_,:m7+","b_",2,6,6,6,"b_,ad_'f'","6x766x","6, NA, 17, 21, 25, NA","6;x;7;6;6;x;",FALSE
"7sus2","b_,:7sus2","b_",2,6,5,6,"b_,a_c'f'","6x656x","6, NA, 16, 20, 25, NA","6;x;6;5;6;x;",FALSE
"7sus4","b_,:7sus4","b_",2,6,6,6,"b_,fa_e_'f'b_'","686866","6, 13, 16, 23, 25, 30","6;8;6;8;6;6;",FALSE
"7_9","b_,:7_9","b_",2,6,6,6,"b_,a_d'f'b'","6x6767","6, NA, 16, 22, 25, 31","6;x;6;7;6;7;",FALSE
"m7_9","b_,:m7_9","b_",2,6,6,6,"b_,a_d_'f'c''","6x6668","6, NA, 16, 21, 25, 32","6;x;6;6;6;8;",FALSE
"7_9_5","b_,:7_9_5","b_",2,6,5,6,"b_,a_d'e'b'","6x6757","6, NA, 16, 22, 24, 31","6;x;6;7;5;7;",FALSE
"7_9#5","b_,:7_9.5+","b_",2,6,6,6,"b_,a_d'g_'b'","6x6777","6, NA, 16, 22, 26, 31","6;x;6;7;7;7;",FALSE
"7#9_13","b_,:7.9+_13","b_",2,6,5,6,"b_,da_d_'g_'","65667x","6, 10, 16, 21, 26, NA","6;5;6;6;7;x;",FALSE
"7_13","b_,:7_13","b_",2,6,6,6,"b_,g_a_d'f'b_'","696766","6, 14, 16, 22, 25, 30","6;9;6;7;6;6;",FALSE
"7_13","b_,:7_13","b_",2,6,6,6,"b_,fa_d'g_'b_'","686776","6, 13, 16, 22, 26, 30","6;8;6;7;7;6;",FALSE
"M7#5#11","b_,:maj7.5+.11+","b_",2,6,6,6,"b_,ead'g_'","67777x","6, 12, 17, 22, 26, NA","6;7;7;7;7;x;",FALSE
"M711","b_,:maj711","b_",2,6,6,6,"b_,e_ad'f'b_'","667766","6, 11, 17, 22, 25, 30","6;6;7;7;6;6;",FALSE
"M7#11","b_,:maj7.11+","b_",2,6,5,6,"b_,fad'e'","68775x","6, 13, 17, 22, 24, NA","6;8;7;7;5;x;",FALSE
"M7#11","b_,:maj7.11+","b_",2,6,6,6,"b_,ead'f'","67776x","6, 12, 17, 22, 25, NA","6;7;7;7;6;x;",FALSE
"M713","b_,:maj713","b_",2,6,6,6,"b_,ad'g'b_'","6x7786","6, NA, 17, 22, 27, 30","6;x;7;7;8;6;",FALSE
"M7913","b_,:maj7913","b_",2,6,6,6,"b_,ad'g'c''","6x7788","6, NA, 17, 22, 27, 32","6;x;7;7;8;8;",FALSE
"9#11","b_,:9.11+","b_",2,6,5,6,"b_,da_c'e'","65655x","6, 10, 16, 20, 24, NA","6;5;6;5;5;x;",FALSE
"11","b_,:11","b_",2,6,4,6,"b_,a_c'e_'","6x654x","6, NA, 16, 20, 23, NA","6;x;6;5;4;x;",FALSE
"11","b_,:11","b_",2,6,4,6,"b_,a_d'e_'","6x674x","6, NA, 16, 22, 23, NA","6;x;6;7;4;x;",FALSE
"11","b_,:11","b_",2,6,5,6,"b_,da_e_'","6568xx","6, 10, 16, 23, NA, NA","6;5;6;8;x;x;",FALSE
"M11","b_,:maj11","b_",2,6,6,6,"b_,e_ae_'f'c''","667868","6, 11, 17, 23, 25, 32","6;6;7;8;6;8;",FALSE
"m11","b_,:m11","b_",2,6,3,6,"b_,fc'e_'","6x354x","6, NA, 13, 20, 23, NA","6;x;3;5;4;x;",FALSE
"m11","b_,:m11","b_",2,6,4,6,"b_,a_d_'e_'a_'","6x6644","6, NA, 16, 21, 23, 28","6;x;6;6;4;4;",FALSE
"m11","b_,:m11","b_",2,6,4,6,"b_,a_d_'e_'","6x664x","6, NA, 16, 21, 23, NA","6;x;6;6;4;x;",FALSE
"13","b_,:13","b_",2,6,6,6,"b_,fa_d'g'b_'","686786","6, 13, 16, 22, 27, 30","6;8;6;7;8;6;",FALSE
"13","b_,:13","b_",2,6,6,6,"b_,a_d'g'c''","6x6788","6, NA, 16, 22, 27, 32","6;x;6;7;8;8;",FALSE
"M13","b_,:maj13","b_",2,6,3,6,"b_,ac'd'g'","6x7533","6, NA, 17, 20, 22, 27","6;x;7;5;3;3;",FALSE
"M13","b_,:maj13","b_",2,6,5,6,"b_,dgc'f'a'","655565","6, 10, 15, 20, 25, 29","6;5;5;5;6;5;",FALSE
"M13","b_,:maj13","b_",2,6,6,6,"b_,ad'g'c''","6x7788","6, NA, 17, 22, 27, 32","6;x;7;7;8;8;",FALSE
"m13","b_,:m13","b_",2,6,6,6,"b_,fa_d_'g'b_'","686686","6, 13, 16, 21, 27, 30","6;8;6;6;8;6;",FALSE
"m13","b_,:m13","b_",2,6,6,6,"b_,fa_d_'g'c''","686688","6, 13, 16, 21, 27, 32","6;8;6;6;8;8;",FALSE
"13sus4","b_,:13sus4","b_",2,6,6,6,"b_,fa_e_'g'b_'","686886","6, 13, 16, 23, 27, 30","6;8;6;8;8;6;",FALSE
"13_5","b_,:13_5","b_",2,6,6,6,"b_,ea_d'g'b_'","676786","6, 12, 16, 22, 27, 30","6;7;6;7;8;6;",FALSE
"13#5","b_,:13.5+","b_",2,6,6,6,"b_,g_a_d'g'b_'","696786","6, 14, 16, 22, 27, 30","6;9;6;7;8;6;",FALSE
"13#11","b_,:13.11+","b_",2,6,6,6,"b_,ea_d'g'b_'","676786","6, 12, 16, 22, 27, 30","6;7;6;7;8;6;",FALSE
"M","b_:5","b_",3,8,8,4,"b_f'b_'d''","xx8(10)(11)(10)","NA, NA, 18, 25, 30, 34","x;x;8;10;11;10;",FALSE
"m","b_:m","b_",3,8,8,4,"b_f'b_'d_''","xx8(10)(11)9","NA, NA, 18, 25, 30, 33","x;x;8;10;11;9;",FALSE
"7","b_:7","b_",3,8,6,4,"b_d'a_'b_'","xx8796","NA, NA, 18, 22, 28, 30","x;x;8;7;9;6;",FALSE
"7","b_:7","b_",3,8,8,4,"b_f'a_'d''","xx8(10)9(10)","NA, NA, 18, 25, 28, 34","x;x;8;10;9;10;",FALSE
"M7","b_:maj7","b_",3,8,5,4,"b_d'f'a'","xx8765","NA, NA, 18, 22, 25, 29","x;x;8;7;6;5;",FALSE
"M7","b_:maj7","b_",3,8,8,4,"b_f'a'd''","xx8(10)(10)(10)","NA, NA, 18, 25, 29, 34","x;x;8;10;10;10;",FALSE
"m7","b_:m7","b_",3,8,6,4,"b_d_'a_'b_'","xx8696","NA, NA, 18, 21, 28, 30","x;x;8;6;9;6;",FALSE
"m7","b_:m7","b_",3,8,8,4,"b_f'a_'d_''","xx8(10)99","NA, NA, 18, 25, 28, 33","x;x;8;10;9;9;",FALSE
"sus2","b_:sus2","b_",3,8,8,4,"b_f'b_'c''","xx8(10)(11)8","NA, NA, 18, 25, 30, 32","x;x;8;10;11;8;",FALSE
"sus4","b_:sus4","b_",3,8,8,4,"b_f'b_'e_''","xx8(10)(11)(11)","NA, NA, 18, 25, 30, 35","x;x;8;10;11;11;",FALSE
"dim7","b_:dim7","b_",3,8,3,4,"b_d_'e'g'","xx8653","NA, NA, 18, 21, 24, 27","x;x;8;6;5;3;",FALSE
"dim7","b_:dim7","b_",3,8,8,4,"b_e'g'd_''","xx8989","NA, NA, 18, 24, 27, 33","x;x;8;9;8;9;",FALSE
"7_5","b_:7_5","b_",3,8,4,4,"b_d'e'a_'","xx8754","NA, NA, 18, 22, 24, 28","x;x;8;7;5;4;",FALSE
"7_5","b_:7_5","b_",3,8,8,4,"b_e'a_'d''","xx899(10)","NA, NA, 18, 24, 28, 34","x;x;8;9;9;10;",FALSE
"m7_5","b_:m7_5","b_",3,8,4,4,"b_d_'e'a_'","xx8654","NA, NA, 18, 21, 24, 28","x;x;8;6;5;4;",FALSE
"m7_5","b_:m7_5","b_",3,8,8,4,"b_e'a_'d_''","xx8999","NA, NA, 18, 24, 28, 33","x;x;8;9;9;9;",FALSE
"9","b_:9","b_",3,8,7,4,"b_d'a_'c''","xx8798","NA, NA, 18, 22, 28, 32","x;x;8;7;9;8;",FALSE
"M9","b_:maj9","b_",3,8,7,4,"b_d'a'd_''","xx87(10)9","NA, NA, 18, 22, 29, 33","x;x;8;7;10;9;",FALSE
"m9","b_:m9","b_",3,8,6,4,"b_d_'g'd_''","xx8689","NA, NA, 18, 21, 27, 33","x;x;8;6;8;9;",FALSE
"add9","b_:5.9","b_",3,8,6,4,"b_d'f'c''","xx8768","NA, NA, 18, 22, 25, 32","x;x;8;7;6;8;",FALSE
"add9","b_:5.9","b_",3,8,8,4,"b_f'b_'c''","xx8(10)(11)8","NA, NA, 18, 25, 30, 32","x;x;8;10;11;8;",FALSE
"6add9","b_:6.9","b_",3,8,7,4,"b_d'g'c''","xx8788","NA, NA, 18, 22, 27, 32","x;x;8;7;8;8;",FALSE
"11","b_:11","b_",3,8,6,4,"b_d'f'c''","xx8768","NA, NA, 18, 22, 25, 32","x;x;8;7;6;8;",FALSE
"11","b_:11","b_",3,8,8,4,"b_e_'a_'c''","xx8898","NA, NA, 18, 23, 28, 32","x;x;8;8;9;8;",FALSE
